Category,Type,Command,Hint,Default,Description
Monsters,Ritual Power,gatherlifeforce,,,A commander with this ability will enable the player to gather lifeforce.
Monsters,Ritual Power,gatherrelics,,,A commander with this ability will enable the player to gather relics.
Monsters,Ritual Power,gathersacr,,,A commander with this ability will enable the player to gather sacrifices.
Monsters,Ritual Power,gatherweed,,,A commander with this ability will enable the player to gather weed.
Monsters,Ritual Power,libmastery,<library level>,,"For monsters that can level up in a magic library, a value of 2 = magic library or better required, 3 = academy of high magic required. A mastery command is also required on the monster, to determine what monster it will level up to."
Monsters,Ritual Power,mastery,<nbr>,,for monsters that can level up nbr 1=become next monster on leveling -1=previous monster etc.
Monsters,Ritual Power,montag,<nbr>,,Sets the monster tag value referenced by other modding commands.
Monsters,Ritual Power,power,<pow nbr>,,pow nbr 0 means the last created ritual school -1 = the one before that etc. Positive numbers are existing ritual powers from CoE5 see the pow nbr table.
Monsters,Ritual Power,rebate,<value>,,gives rebate on rituals with fx_rebatefx??
Monsters,Ritual Power,seegems,,,A commander with this ability will enable the player to see what type of gems mine produce.
Monsters,Shape Changing,firstshape,<nbr>,,to be written
Monsters,Shape Changing,growhp,<nbr>,,to be written
Monsters,Shape Changing,growoffs,<value>,,to become other than next monster
Monsters,Shape Changing,growtime,<value>,,will grow into next monster after about value turns
Monsters,Shape Changing,landshape,<value>,,will take shape +value when on land
Monsters,Shape Changing,secondshape,<nbr>,,to be written
Monsters,Shape Changing,shrinkhp,<nbr>,,to be written
Monsters,Shape Changing,watershape,<value>,,will take shape +value when in the sea
Monsters,Spawning,centspawn,<value>,,Bonus for dryad queen auto spawns.
Monsters,Spawning,harpyspawn,<value>,,Bonus for dryad queen auto spawns.
Monsters,Spawning,minospawn,<value>,,Bonus for dryad queen auto spawns.
Monsters,Spawning,motherspawn,<0-7>,,Spawns as one of a few special spawners in the game. 1 = mother of monsters 2 = teotls of war (spawns d2 jaguars or 1 ozelotls not on homeplane) 3 = teotls of rain (spawns d3 toad warriors not on homeplane) 4 = bloody mother (spawns d2 jaguars or d3 serpents not on homeplane) 5 = teotls of night (spawns d3 bats or 1 ozelotls not on homeplane) 6 = teotls of underworld (spawns 2d3 longdead not on homeplane) 7 = teotls of sky (spawns d3 bats or d3 eagle warriors not on homeplane)
Monsters,Spawning,reform,<value>,,Value = chance in percent of reforming to prev monster each month (like a slime).
Monsters,Spawning,satyrspawn,<value>,,Bonus for dryad queen auto spawns.
Monsters,Spawning,spawn1d6mon,<value>,,Spawns 1d6 of the next monster. value = chance
Monsters,Spawning,spawn2d6mon,<value>,,Spawns 2d6 of the next monster. value = chance
Monsters,Spawning,spawnmon,<value>,,Spawns next monster. value/100 = monsters per turn
Monsters,Spawning,spawnmonaway,<value>,,Spawns next monster but not on homeplane. value/100 = monsters per turn
Monsters,Spawning,spawnoffs,<value>,,To spawn something other than the next monster
Monsters,Spawning,split,<value>,,Value = dmg required in % for splitting into next monster (like a slime).
Monsters,Special,absorbdead,<nbr>,,to be written
Monsters,Special,acidblood,<perc>,,AN acid strikeback 50=50% of incoming damage
Monsters,Special,aigoldrally,<value>,,Hint that AI should go to recruitment loc when having lots of gold
Monsters,Special,aihold,<nbr>,,to be written
Monsters,Special,aimaxshop,<value>,,ai won’t buy more than this amount at the same place
Monsters,Special,ainofollower,,,AI hint to always use this commander as a leader (not a subcommander)
Monsters,Special,aipowcom1,<value>,,unit wants to be led by com with this power at level 1+
Monsters,Special,aipowcom2,<value>,,unit wants to be led by com with this power at level 2+
Monsters,Special,aipowcom3,<value>,,unit wants to be led by com with this power at level 3+
Monsters,Special,airbreather,<value>,,to be written
Monsters,Special,allitemslots,,,Has the full set of item slots.
Monsters,Special,alone,<dmg>,,Will take damage each month another monster of the same type is in the same square.
Monsters,Special,armytrainer,<nbr>,,to be written
Monsters,Special,autoastrology,,,to be written
Monsters,Special,awakenfungus,<value>,,to be written
Monsters,Special,awakentrees,<value>,,to be written
Monsters,Special,berserker,,,Can go berserk.
Monsters,Special,burnforest,<nbr>,,to be written
Monsters,Special,changetemp,<value>,,makes square value degrees hotter
Monsters,Special,chopforest,<value>,,to be written
Monsters,Special,clumsy,,,Misses more than usual (soulless have this ability).
Monsters,Special,coldaura,<nbr>,,to be written
Monsters,Special,combustionaura,<value>,,to be written
Monsters,Special,confusionaura,<value>,,to be written
Monsters,Special,darkbless,<value>,,to be written
Monsters,Special,defiler,<value>,,to be written
Monsters,Special,deployoutside,<value>,,setup this unit outside fort in battles
Monsters,Special,desolator,<value>,,to be written
Monsters,Special,desolcloud,<value>,,to be written
Monsters,Special,digest,<nbr>,,to be written
Monsters,Special,diseasecloud,<value>,,spreads disease cloud value = radius + 1
Monsters,Special,diseaseshield,<value>,,to be written
Monsters,Special,drawsize,<value>,,to be written
Monsters,Special,eatdead,<nbr>,,to be written
Monsters,Special,eatdeadcap,<nbr>,,to be written
Monsters,Special,evasion,<value>,,to be written
Monsters,Special,extraeyes,<nbr>,,to be written
Monsters,Special,fear,<value>,,causes fear: 1=fear 2=dread 3=terror
Monsters,Special,fireaura,<nbr>,,to be written
Monsters,Special,fireexpl,<nbr>,,to be written
Monsters,Special,forestheart,<value>,,takes control of nearby forests
Monsters,Special,frontpos,,,Rank+ deploys further towards the front.
Monsters,Special,holy,,,Sacred takes advantage of bless effects.
Monsters,Special,hpoverflow,<nbr>,,to be written
Monsters,Special,iceprot,<value>,,+value armor in cold climate
Monsters,Special,incorporate,<nbr>,,to be written
Monsters,Special,indepitem,<percent>,,to be written
Monsters,Special,leadership,<nbr>,,to be written
Monsters,Special,likestoburn,<value>,,value% chance of wanting to burn a forest (wandering indep commanders only)
Monsters,Special,localleadership,<nbr>,,to be written
Monsters,Special,lookslike,<nbr>,,to be written
Monsters,Special,makeruin,<value>,,value = chance of turning current square into a ruin if possible
Monsters,Special,maxsum,<value>,,the maximum amount that can be summoned in a single battle
Monsters,Special,meleeambush,<value>,,Will start in melee combat when ambushing
Monsters,Special,melt,<value>,,takes value dmg per month when not cold
Monsters,Special,mindexpl,<0 or 1>,,1 = explodes in Mental Agony on Death
Monsters,Special,miscslots,,,Has only 2 misc slots.
Monsters,Special,nametype,<nbr>,,to be written
Monsters,Special,neverturn,<value>,,never draw facing the other way
Monsters,Special,nobootslots,,,Has no boot slots.
Monsters,Special,nocombat,,,Non combatant will not participate in combats.
Monsters,Special,noeyes,,,monster has no eyes and needs no eyes to be effective
Monsters,Special,noleader,,,Cannot command any unit even if monster is a commander.
Monsters,Special,noslots,,,Has no item slots at all.
Monsters,Special,nozoc,,,No Zone of Control (castle gates have this ability)
Monsters,Special,petriaura,<value>,,to be written
Monsters,Special,poisonaura,<nbr>,,to be written
Monsters,Special,poisoncloud,<value>,,spreads poison cloud value = radius + 1
Monsters,Special,poisonexpl,<nbr>,,to be written
Monsters,Special,poisonspikes,<dmg>,,AN poison strikeback
Monsters,Special,putridexpl,<value>,,Putrid cloud upon death (value magic dmg + disease(MR))
Monsters,Special,randomitem,<percent>,,to be written
Monsters,Special,randommisc,<percent>,,to be written
Monsters,Special,randomrare,<percent>,,to be written
Monsters,Special,randomweapon,<percent>,,to be written
Monsters,Special,reanimate,<value>,,reanimates automatically if possible value = max amount / month
Monsters,Special,rearpos,,,Rank- deploys further back.
Monsters,Special,riverdmg,<value>,,takes an value damage when passing a river
Monsters,Special,scourgedefiler,<value>,,to be written
Monsters,Special,scry,<nbr>,,to be written
Monsters,Special,scrycost,<nbr>,,to be written
Monsters,Special,seduceaura,<value>,,attacker within this range might get seduced instead
Monsters,Special,sensedead,<0 or 1>,,1 = can sense the number of corpses of all types in current square
Monsters,Special,shardexpl,<nbr>,,to be written
Monsters,Special,shockaura,<nbr>,,to be written
Monsters,Special,siegetunnel,<value>,,to be written
Monsters,Special,sitepopboost,<value>,,to be written
Monsters,Special,size1x1,,,Monster only takes up a single square on the battlefield.
Monsters,Special,size2x2,,,Monster takes up 2x2 squares on the battlefield. (The huge movement ability gives a 3x3 size token on the battlefield).
Monsters,Special,slavehunt,<nbr>,,to be written
Monsters,Special,slimeshield,<value>,,to be written
Monsters,Special,spread,<value>,,unit will position itself spread out among the other troops
Monsters,Special,startitem,item name,,Starts with this item.
Monsters,Special,swallowres,,,Immune to swallow attacks (used for castle gates).
Monsters,Special,thrallhunt,<value>,,can create thralls (vampire)
Monsters,Special,trample,<dmg>,,to be written
Monsters,Special,tramplexsize,<value>,,to be written
Monsters,Special,transport,<value>,,to be written
Monsters,Special,treelook,,,sprite will be rotated and scaled randomly like a random tree
Monsters,Special,tunnelmove,<value>,,to be written
Monsters,Special,unaging,,,Immune to aging effects like decay.
Monsters,Special,unimportant,,,Battles can be won without killing this unit.
Monsters,Special,unique,<nbr>,,to be written
Monsters,Special,vassal,<value>,,to be written
Monsters,Special,weaponslots,,,Only has weapon and misc slots.
Monsters,Start,newmonster,monster name,,Creates a new monster. This new monster will be affected by the following modding commands until the next active monster is set. The monster can have the same name as another monster.
Monsters,Start,selectmonster,monster name,0,Selects the monster that will be affected by the following modding commands. The selected monster is referred to as the active monster. The selectmonster command always selects the first monster of that name in the monster list. If there is more than one monster with the same name (e.g. longdead) the offset value can be used to select them. Leave the offset out if you only want to select the first monster. The default value of the offset is 0. The offset used by this command cannot be set to a negative value unlike the offset for the lookslike command. Offset value 1 means the command selects the (first + 1) monster of that name i.e. the second monster. Offset 2 selects the third monster of the same name etc.
Monsters,Stealth and Scouting,acutesenses,,,to be written
Monsters,Stealth and Scouting,badsight,,,to be written
Monsters,Stealth and Scouting,desertstealth,,,to be written
Monsters,Stealth and Scouting,farsight,<value>,,can see further
Monsters,Stealth and Scouting,foreststealth,,,to be written
Monsters,Stealth and Scouting,hideanimals,<value>,,animals following this commander gains forest stealth
Monsters,Stealth and Scouting,invisible,,,to be written
Monsters,Stealth and Scouting,snowstealth,,,to be written
Monsters,Stealth and Scouting,spiritsight,,,to be written
Monsters,Stealth and Scouting,stealth,,,to be written
Monsters,Terrain Altering,colonymsg,<value>,,1 = everyone will get a message when a colony is created.
Monsters,Terrain Altering,colonyterr,<value>,-87,Terrain to build colonies in (default -87).
Monsters,Terrain Altering,makecolony,<terrain nbr>,,Has a chance of turning a standard terrain into ‘terr’ and then die.
Monsters,Terrain Altering,terraformch,<value>,100,Chance of terraforming square (default 100).
Monsters,Terrain Altering,terraformfrom,<value>,,Changes this terrain into something. Use next two commands to setup that and how often.
Monsters,Terrain Altering,terraformto,<value>,,Terraforms to this terrain ( plain).
Monsters,Types,animal,,,is an animal
Monsters,Types,coldblood,,,is coldblooded
Monsters,Types,dragon,<0-2>,,1=dragon 2=elder dragon.
Monsters,Types,expendable,<0-1>,,Is an expendable unit (can be used payment for certain rituals/recruitments).
Monsters,Types,female,,,is a female
Monsters,Types,fungus,<0-2>,,1 = is a fungus 2 = is an animated fungus.
Monsters,Types,goblin,<0-1>,,Is an expendable goblin (can be used payment for certain rituals/recruitments).
Monsters,Types,human,,,is a human
Monsters,Types,inanimate,,,is an undead being
Monsters,Types,kobold,<0-1>,,Is an expendable kobold (counts as expendable unit but comes with a different ability description).
Monsters,Types,madcultist,<0-1>,,Mad cultist might decide to open a gate to Inferno.
Monsters,Types,primalcult,<0-1>,,Primal cultists might decide to open the primal gate.
Monsters,Types,setcreator,<0-1>,,used by monsters that get their name from their creator
Monsters,Types,ship,<0-1>,,Is a ship.
Monsters,Types,statue,<0-1>,,statues get part of their name from their creator e.g. Statue of Anselm
Monsters,Types,stonebeing,,,monster is made of stone
Monsters,Types,troll,,,is a troll
Monsters,Types,undead,,,is an undead being
Ritual,Affect Unit,bentarg,<ben nbr>,,Gives a beneficial bitmask to the target unit. Particularly useful values for rituals are 2^26 to get the twiceborn effect and 2^22 to get a permanent invulnerability.
Ritual,Affect Unit,bentargall,<ben nbr>,,Like bentarg but also affects all the target’s followers.
Ritual,Affect Unit,bentargvar,<ben nbr>,,Like bentarg but terrain is restricted to the number in the generic modding variable.
Ritual,Affect Unit,cureoneaff,<chance>,,Has this chance of curing one affliction on the target unit.
Ritual,Affect Unit,fillmirror,<images>,,Puts a number of images into a mirror -1 = fill to default value (mirrorammo)
Ritual,Affect Unit,insanity,<value>,,
Ritual,Affect Unit,killtarg,<dmg>,,Gives between 1 and
Ritual,Affect Unit,selectfx,<fx nbr>,,Sets mod-fx-nbr to this value. Used by next command.
Ritual,Affect Unit,setfx,<value>,,Gives target unit a fx of type mod-fx-nbr and sets it to this value.
Ritual,Affect Unit,setvar,<nbr>,,Set the generic modding variable to this value.
Ritual,Affect Unit,teleportloc,<1-2>,,Teleport target unit to target location. Attribute value 2 means the caster’s entire army is teleported to the target location.
Ritual,Affect Unit,updatehome,,,Updates home for target unit to where he stands. This is used to make some immortals resurrect in the correct place.
Ritual,AI Hints,aialways,<chance>,,AI will always (if chance = 100 try to cast this ritual but not make any long time plans for it. chance=999 is special and means the AI will also make plans for the ritual.)
Ritual,AI Hints,aiapprspam,<chance>,,AI will dedicate apprentices to stay at home and only spam this ritual. Chance is 0-100
Ritual,AI Hints,aimaxcast,<value>,,An AI player will never cast this ritual more than this number of times in a game
Ritual,AI Hints,ainosimul,,,No more than one commander may plan to cast this ritual at once
Ritual,AI Hints,ainotclose1,<terrain nbr>,,AI will not cast ritual if close to this terrain radius=1
Ritual,AI Hints,ainotclose2,<terrain nbr>,,AI will not cast ritual if close to this terrain radius=2
Ritual,AI Hints,ainotclose3,<terrain nbr>,,AI will not cast ritual if close to this terrain radius=3
Ritual,AI Hints,ainothere,<terrain nbr>,,AI will not cast ritual in this terrain
Ritual,AI Hints,ainotnearhome,<mindist>,,AI should not cast this ritual close to home (mindist = nbr of squares away)
Ritual,AI Hints,aionlyplane,<plane nr>,,AI will only cast ritual when on this plane
Ritual,AI Hints,airare,<chance>,,Reduces the chance of the AI trying to use this ritual. Chance is the chance of casting the ritual and can be from 1-99. -1 is a special value meaning never cast it.
Ritual,AI Hints,airestrig,<value>,,AI will always try to cast this ritual if it has at least this many of the primary resource for the ritual
Ritual,AI Hints,aitarg,<value>,,For long range rituals. 1=try to target squares with enemy commanders 2=try to target valuable squares with corpses in
Ritual,AI Hints,aiweakonly,<troop strength>,,AI commander will only cast this ritual if his troop strength is below this value. One spearman gives 10 troop strength points.
Ritual,AI Hints,aiwhere,<terrain nbr>,,restricts the AI to only cast ritual in this terrain
Ritual,Basic,cost,<resource type> <amount>,,Adds a resource cost to the ritual. E.g. cost 4 10 to add a cost of 10 sacrifices. A single ritual can have at most 4 different costs. See table Resource Types for resource types.
Ritual,Basic,level,<1-9>,,The level of the ritual. Usually the level is between 1 (apprentice level) and 3 (master level).
Ritual,Basic,ritpow,<pow nbr>,,Sets the ritpow used. If command is not used the latest created newritpow will be used. Existing ritpow numbers can be found in the Ritual Schools table.
Ritual,Basic,terr,<terrain nbr>,,Restrict ritual to this terrain only. Negative numbers can be used for special terrain combinations.
Ritual,Boosts,apcost,<nbr>,,Extra Action Points cost for the rituals.
Ritual,Boosts,rebatefx25,<fx nbr>,,Units with this fx nbr get 25% rebate
Ritual,Boosts,rebatefx50,<fx nbr>,,Units with this fx nbr get 50% rebate
Ritual,Boosts,rebateterr20,<terrain nbr>,,Ritual cost is 20% cheaper in this terrain
Ritual,Boosts,rebateterr50,<terrain nbr>,,Ritual cost is 20% cheaper in this terrain
Ritual,Boosts,sacrscale,,,Summoning amount scales with sacrifice production of target square
Ritual,Boosts,terrboost,<terrain nbr>,,Adds 1 to number of summoned monsters when done in this terrain
Ritual,Boosts,terrscale50,<terrain nbr>,,+50% number of summoned monster when done in this terrain
Ritual,Casting Restrictions,benrestrict,<ben nbr>,,Caster cannot have this beneficial bitmask
Ritual,Casting Restrictions,enchherereq,<ench nbr>,,This type of Enchantment must be active where there ritual is cast.
Ritual,Casting Restrictions,eventvarreq,<var>,,This event variable must be 1 or higher for ritual to be castable.
Ritual,Casting Restrictions,fewmonreq,<max>,,The monsters in addstring '(-)…​' must not be more than max.
Ritual,Casting Restrictions,fortreq,,,to be written
Ritual,Casting Restrictions,fxreq,<fx nbr>,,Unit must have 1+ in this fx to learn and cast this ritual. This command is probably not useful for modding.
Ritual,Casting Restrictions,hasportalreq,<portal nbr>,,to be written
Ritual,Casting Restrictions,homecitreq,<-1 or 1>,,Can only cast this in the player’s home citadel. -1=cannot.
Ritual,Casting Restrictions,homereq,<-1 or 1>,,Caster can only cast this in his home province. -1=cannot.
Ritual,Casting Restrictions,levelreq,<1-9>,,Caster must be exactly this level to use this ritual and cannot have another power at higher level.
Ritual,Casting Restrictions,maxcast,<value>,,ritual cannot be cast more than this number of times per player
Ritual,Casting Restrictions,minmonreq,<min>,,The monsters in addstring '(-)…​' must be at least 'min' in number.
Ritual,Casting Restrictions,monplayerreq,[<min>],1,At least min number (default 1) of the monsters in addstring '(&)…​' must be in the world and owned by the current player. The min attribute is optional and can be omitted.
Ritual,Casting Restrictions,monworldreq,[<min>],1,At least min number (default 1) of the monsters in addstring '(&)…​' must be in the world. The min attribute is optional and can be omitted.
Ritual,Casting Restrictions,nearby1req,<terrain nbr>,,this terrain must be within 1 square when casting the ritual (a 3x3 square area).
Ritual,Casting Restrictions,nearby3req,<terrain nbr>,,this terrain must be within 3 squares when casting the ritual (a 7x7 square area).
Ritual,Casting Restrictions,nearby5req,<terrain nbr>,,this terrain must be within 5 squares when casting the ritual (a 11x11 square area).
Ritual,Casting Restrictions,nearby7req,<terrain nbr>,,this terrain must be within 7 squares when casting the ritual (a 15x15 square area).
Ritual,Casting Restrictions,nearby99req,<terrain nbr>,,this terrain must be somewhere on the same plane when casting the ritual
Ritual,Casting Restrictions,noeventvarreq,<var>,,This event variable must be 0 or lower for ritual to be castable.
Ritual,Casting Restrictions,nofortreq,,,to be written
Ritual,Casting Restrictions,nofxherereq,<fx nbr>,,to be written
Ritual,Casting Restrictions,nomonelysiumreq,,,Monsters in addstring '(-)…​' must not be in elysium/sky/agartha. Monster in addstring '(+)…​' will disable following minuses if monster fulfils same requirement. This applies for all nomon… commands.
Ritual,Casting Restrictions,nomonhomereq,,,Monsters in addstring '(-)…​' must not have their home at target location.
Ritual,Casting Restrictions,nomonmasteryreq,,,Monsters in addstring '(-)…​' must not be in the world and owned by the current player unless level is higher than ritual requires
Ritual,Casting Restrictions,nomonplayerreq,,,Monsters in addstring '(-)…​' must not be in the world and owned by the current player
Ritual,Casting Restrictions,nomonreq,,,Monsters in addstring '(-)…​' must not be at target location.
Ritual,Casting Restrictions,nomonworldreq,,,Monsters in addstring '(-)…​' must not be in the world
Ritual,Casting Restrictions,nonearby1req,<terrain nbr>,,this terrain cannot be within 1 square when casting the ritual (a 3x3 square area).
Ritual,Casting Restrictions,nonearby3req,<terrain nbr>,,this terrain cannot be within 3 squares when casting the ritual (a 7x7 square area).
Ritual,Casting Restrictions,nonearby5req,<terrain nbr>,,this terrain cannot be within 5 squares when casting the ritual (a 11x11 square area).
Ritual,Casting Restrictions,nonearby7req,<terrain nbr>,,this terrain cannot be within 7 squares when casting the ritual (a 15x15 square area).
Ritual,Casting Restrictions,nonearby99req,<terrain nbr>,,this terrain cannot be anywhere on the same plane when casting the ritual
Ritual,Casting Restrictions,noportalreq,<0-1>,,location where ritual is cast mustn’t contain a portal
Ritual,Casting Restrictions,planereq,<plane nbr>,,Can only be cast on this plane. See table Plane Numbers.
Ritual,Casting Restrictions,resreq,<res nbr>,,Caster must have this resistance bitmask.
Ritual,Casting Restrictions,resrestrict,<res nbr>,,Caster cannot have this resistance bitmask. Useful values are 2^4 for undead 2^20 for immortal and 2^26 for ethereal.
Ritual,Copy/Clear,clearritspec,,,Removes all special attributes from a ritual. This is only useful when modifying existing rituals.
Ritual,Copy/Clear,copyritual,<name>,,Copies all stats and abilities (except pow nbr and name) from another ritual to the current one.
Ritual,Difficulty,afterprev,,,must know previous ritual before learning this one
Ritual,Difficulty,free,,,always start with this ritual in addition the others
Ritual,Difficulty,gathergems,,,will start gathering gems when knowing this ritual
Ritual,Difficulty,nexttoo,,,recives next ritual too when receiving this one
Ritual,Difficulty,nodemon,,,demons never know this ritual
Ritual,Difficulty,nofemale,,,females never know this ritual
Ritual,Difficulty,nostart,,,never start with this ritual (or learn from mastery)
Ritual,Difficulty,notforpoor,,,units with more expensive rituals can’t get this one
Ritual,Difficulty,noundead,,,undeads never know this ritual
Ritual,Difficulty,rarestart,,,reduced chance of starting with this ritual
Ritual,Difficulty,start,,,will start with this ritual(s) no others
Ritual,Event Interaction,addvar,<var>,,increases the value of this event variable by 1
Ritual,Event Interaction,clearvar,<var>,,set this event variable to 0
Ritual,Event Interaction,setvar,<var>,,set this event variable to 1
Ritual,Event Interaction,subvar,<var>,,decreases the value of this event variable by 1
Ritual,Mastery,forgetrits,,,to be written
Ritual,Mastery,gainrit,<offset>,,Learns the ritual that is offset numbers away. E.g. offset 1 = learn the following ritual when casting this one.
Ritual,Mastery,levelup,<1-9>,,Will level up if caster is below this level. Leveling up means becoming a new monster determined by the mastery monster command.
Ritual,Mastery,levelupmon,<1-9>,,Like levelup but the new monster type is set by the addstring command. Set the new monster type in the addstring command.
Ritual,Mastery,newrit,<1-9>,,Grants a new ritual of this level.
Ritual,Mastery,newspell1,<path nbr>,,to be written
Ritual,Mastery,newspell2,<path nbr>,,to be written
Ritual,Mastery,newspell3,<path nbr>,,to be written
Ritual,Mastery,rebatelvl,<1-9>,,This ritual will be half price if caster is this level or higher.
Ritual,Special,castertarg,,,Sets target unit to caster.
Ritual,Special,centercaster,,,Center map on caster.
Ritual,Special,closewin,,,Closes the ritual window after the ritual has completed.
Ritual,Special,enchreqterr,<terrain nbr>,,Enchantment will be auto dispelled if it is outside this terrain.
Ritual,Special,failplayer,<player nbr>,,to be written
Ritual,Special,forgetcurrit,,,Caster will forget this ritual after casting it.
Ritual,Special,gainbless,<percent>,,Percent chance of gaining a bless effect.
Ritual,Special,gaindarkbless,<percent>,,Percent chance of gaining a dark bless effect.
Ritual,Special,ornext,<percent>,,This ritual will have one of two possible effects. The first effect will consist of the following command the next effect will consist of the remaining commands. Percent is the chance of the first effect happening.
Ritual,Special,ornext2,<percent>,,This ritual will have one of two possible effects. The first effect will consist of the two following commands the next effect will consist of the remaining commands. Percent is the chance of the first effect happening.
Ritual,Special,ornext3,<percent>,,This ritual will have one of two possible effects. The first effect will consist of the three following commands the next effect will consist of the remaining commands. Percent is the chance of the first effect happening.
Ritual,Special,ornext4,<percent>,,Like the other ornext commands.
Ritual,Special,ornext5,<percent>,,Like the other ornext commands.
Ritual,Special,simulacrum,,,to be written
Ritual,Special,soundfx,<sound>,,Play this sound effect.
Ritual,Special,transformtarg,<1-2>,,to be written
Ritual,Special,unfollowtarg,,,Removes all followers from the target should he be a commander that is commanding any units.
Ritual,Start,newritpow,,,Creates an entire new school of rituals called a ritpow. This should be the first command when creating a new batch of rituals.
Ritual,Start,newritual,name,,Create a new ritual with this name. This should be the first command for each new ritual.
Ritual,Start,selectritual,name [<offs>],,The optional value offs can be used to select a ritual other than the first one with this name. 0=the first one 1=the second ritual with this name.
Ritual,Summoning,addstring,string,,Adds some text data to a ritual. Most often used to set what is summoned by a summoning ritual but it depends on what effects are in the ritual.
Ritual,Summoning,defctrl,<percent>,,Default control chance for summonings. Can be overridden by monster’s own ctrlchance.
Ritual,Summoning,farsummon,,,Like summoning but it will occur at target location instead of at the caster’s location. Can now summon commanders too
Ritual,Summoning,raiseanimals,,,Raises animal corpses from the dead.
Ritual,Summoning,raisedead,,,Raises humanoid corpses from the dead.
Ritual,Summoning,setplayer,<player nbr>,,Following summons will be owned by this player. Default owner is the current player. Player -1 resets the owner to the default
Ritual,Summoning,specpow,<value>,,Makes a druid summoning 1=minor 2=major
Ritual,Summoning,sum0chance,<percent>,,Use with summonings. Percent = chance of first 'string' to be used instead of a random string among the others.
Ritual,Summoning,sum0snow,<percent>,,Works like sum0chance but it can only succeed if there is snow at the target location.
Ritual,Summoning,sum1chance,<percent>,,Use with summonings. Percent = chance of second 'string' to be used instead of a random string among the third and later.
Ritual,Summoning,sum2chance,<percent>,,Same but one higher.
Ritual,Summoning,sum3chance,<percent>,,Same but one higher.
Ritual,Summoning,sum4chance,<percent>,,Same but one higher.
Ritual,Summoning,summoning,,,The ritual will summon the monsters specified in a random 'string'. Use addstring to add up to 15 strings with monsters. The string should be written like these examples:'1d6*Goblin' 'c*Captain & 2d6*spearman & 2d4+2*Archer' 'Purple Worm'. The c* indicates a commander and 2d6 means two 6-sided dice will determine the number of monsters summoned. Dice cannot be combined with commanders.
Ritual,Summoning,varcost,<percent>,,Set variable sacrifice amount (50=50-150% 100=0-150%)
Ritual,Target Location Effects,alterloc,<terrain nbr>,,Changes target square to this terrain.
Ritual,Target Location Effects,centerloc,,,Center map on target location.
Ritual,Target Location Effects,destroyterr,,,Destroys any valuable terrain at target location.
Ritual,Target Location Effects,makeportal,<portal nbr>,,Connect this square to other portals of the same number. Portal nbr 1000 is special and will create a unique number.
Ritual,Target Location Effects,movehome,,,Moves home citadel location to target square.
Ritual,Target Location Effects,planeswap,<plane nbr>,,to be written
Ritual,Target Location Effects,portalroom,<terrain nbr>,,Creates a portal to a location around this terrain.
Ritual,Target Location Effects,putcorpses,<nbr>,,Creates a number of human corpses in the target square (as if a fight involving humans had taken place there). Add 10000 to nbr in order to make the number of corpses scale with the sacrifice amount used.
Ritual,Target Location Effects,reducetown,,,Reduces settlement at target location one step in size.
Ritual,Target Location Effects,scatterscry,<nbr of squares>,,to be written
Ritual,Target Location Effects,scryloc,<radius *10>,,to be written
Ritual,Target Location Effects,squareench,<ench nbr>,,to be written
Ritual,Target Location Effects,squarespec,<ss nbr>,,to be written
Ritual,Target Location Effects,trollifyloc,,,Transform forest at target location into a troll forest.
Ritual,Targetting,choosefxtarg,<fx nbr>,,Player will choose a target unit that has this fx nbr.
Ritual,Targetting,chooseloc,<1-5>,,Player choose target location. 2=deviate to many dead 3=empty mirror req 4=empty gold mirror 5=horror mark deviation
Ritual,Targetting,chooseterrloc,<terrain nbr>,,Player will choose target location for ritual.
Ritual,Targetting,mirrortarg,<mirror size>,,Set targ to an empty mirror unit attr = size for mirror -1=any size
Ritual,Targetting,montarg,<1>,,Sets targ unit to a random unit at target location among the type added by addstring.
Ritual,Targetting,newlocplanes,<terrain nbr>,,Like randnewloc but will go to other planes if necessary (but not hades)
Ritual,Targetting,planeloc,<plane nbr>,,Shift target loc to same position but on another plane (neg = toggle between this plane and elysium).
Ritual,Targetting,randnewloc,<terrain nbr>,,Like previous but try to find an unknown location first.
Ritual,Targetting,randomloc,<1-5>,,1=random land loc 2=many dead (excluding present) 3=rand enemy com 4=rand enemy citadel 5=home citadel
Ritual,Targetting,randterrloc,<terrain nbr>,,Sets loc to a random terrain of this type on active plane.
Ritual,Targetting,setplane,<plane nbr>,,Following randomloc etc. commands will be restricted to this plane
Ritual,Transformation,promotion,<nbr of units>,,Promote existing units to another monster type. Use addstring to add promotion pairs the first string sets a source unit and the second one the destination units. Multiple of these pairs can be added to a single ritual.
Ritual,Transformation,transformtarg,<1-2>,,Will transform target into the unit type set by addstring. Value 1 = standard (use this) 2 = transform into following unit if level is high enough.
Sound,sample,<sound> 'sample.sw',,,Sets a sample file (sample.sw) as a certain sound effect number (sound). The sound effect number can be between 0 and 249 high numbers (170+) will create new samples and low number will replace the old samples that already occupies those numbers. The sample file should have the .sw (mono) or .sw2 (stereo) extension and be save as a signed 16-bit 22050 Hz sample.
Sound,sampleisloopmusic,<sound>,,,Turns this sample into one of the background tunes. That means it will loop into another background tune when it has finished playing.
Sound,sampleismusic,<sound>,,,Turns this sample into one a class specific tunes. That means it will loop into a background tune when it has finished playing. If you create a sample as a class specific tune this must be used on that sample to keep the music playing. If used on a background tune it will remove that tune from the loop of background music.
